,address,formatted_address,,latitude,longitude,number_of_results,status,zipcode
881,"Ledge and North Second Street, Nashua, New Hampshire","N 2nd St & Ledge St, Nashua, NH 03060, USA",,42.755741,-71.4764514,1,OK,3060
882,"331 16th Ave NW, Rochester, Minnesota","331 16th Ave NW, Rochester, MN 55901, USA",,44.0275219,-92.4857455,1,OK,55901
883,"2400 block of Goldengate Square, Columbus, Ohio","2400 Goldengate Square, Columbus, OH 43224, USA",,40.0586142,-82.9507957,1,OK,43224
884,"Malvern Road and Hawley Street, Brockton, Massachusetts","Malvern Rd & Hawley St, Brockton, MA 02301, USA",,42.087703,-71.0419956,1,OK,2301
885,"11300 S Aberdeen St, Chicago, Illinois","11300 S Aberdeen St, Chicago, IL 60643, USA",,41.6885032,-87.6498565,1,OK,60643
886,"2000 block of Evergreen Avenue NE, Salem, Oregon","2000 Evergreen Ave NE, Salem, OR 97301, USA",,44.9539808,-123.0022505,1,OK,97301
887,"Westmoreland Avenue and Malone Street, Peoria, Illinois","S Westmoreland Ave & West Malone Street, Peoria, IL 61605, USA",,40.6750156,-89.6288767,1,OK,61605
888,"2200 block of Willow Tree Grove, Colorado Springs, Colorado","2200 Willow Tree Grove, Colorado Springs, CO 80910, USA",,38.8292341,-104.7860475,1,OK,80910
889,"13800 block of Northlake Dr, Houston, Texas","13800 Northlake Dr, Houston, TX 77049, USA",,29.8148812,-95.2033176,1,OK,77049
890,"2900 block of E 12th Ave, Columbus, Ohio","2900 E 12th Ave, Columbus, OH 43219, USA",,39.9950239,-82.9595324,2,OK,43219
891,"Worth Avenue, Woodbridge, Virginia","Worth Ave, Occoquan, VA 22192, USA",,38.648619,-77.295126,1,OK,22192
892,"LaFayette Avenue, Geneva, New York","Lafayette Ave, Geneva, NY 14456, USA",,42.8724266,-76.9907223,1,OK,14456
893,"E. Dunklin and Marshall Street, Jefferson City, Missouri","E Dunklin St & Marshall St, Jefferson City, MO 65101, USA",,38.5683311,-92.1706793,1,OK,65101
894,"Gibson Avenue and Turton Avenue, Jacksonville, Florida","Gibson Ave & Turton Ave, Jacksonville, FL 32208, USA",,30.4138226,-81.7135405,1,OK,32208
895,"3100 block of Meadowbridge Road, Richmond, Virginia","3100 Meadowbridge Rd, Richmond, VA 23222, USA",,37.572604,-77.420192,1,OK,23222
896,"2200 Norview Avenue, Norfolk, Virginia","2200 Norview Ave, Norfolk, VA 23518, USA",,36.898096,-76.2070081,2,OK,23518
897,"5000 West International Airport Road, Anchorage, Alaska","South Terminal, 5000 W International Airport Rd, Anchorage, AK 99502, USA",,61.1734158,-149.9815729,1,OK,99502
898,"1531 California Way Southwest, Seattle (West Seattle), Washington","1531 California Way SW, Seattle, WA 98116, USA",,47.591051,-122.3829332,1,OK,98116
899,"Bienville Boulevard and Deana Road, Ocean Springs, Mississippi","Bienville Blvd & Deana Dr, Ocean Springs, MS 39564, USA",,30.4095565,-88.7638488,1,OK,39564
900,"26000 block of Pattow Street, Roseville, Michigan","26000 Pattow St, Roseville, MI 48066, USA",,42.4877843,-82.9230075,1,OK,48066
901,"Scruggs Ave, Spartanburg, South Carolina","Scruggs Ave, Spartanburg, SC 29303, USA",,34.9674053,-81.9538937,1,OK,29303
902,"Allens Mill Road, Gilmanton, New Hampshire","Allens Mill Rd, Gilmanton, NH 03237, USA",,43.41243,-71.432018,1,OK,3237
903,"Main Street, Jacksonville, Florida","Main St N, Jacksonville, FL, USA",,30.4526204,-81.6374496,1,OK,
904,"36th Street and Curtis Avenue, Omaha, Nebraska","N 36th St & Curtis Ave, Omaha, NE 68111, USA",,41.3157569,-95.9660943,1,OK,68111
905,"833 E Market St, York, Pennsylvania","833 E Market St, York, PA 17403, USA",,39.9686025,-76.711127,1,OK,17403
906,"10000 block of Tyler Road, Bismarck, Missouri","Bismarck, MO 63624, USA",,37.7692167,-90.6248481,1,OK,63624
907,"141 Downieville Road, Butler (county), Pennsylvania","141 Downieville Rd, Valencia, PA 16059, USA",,40.68092,-79.997815,1,OK,16059
908,"5000 block of E Alta Ave, Fresno, California","5000 E Alta Ave, Fresno, CA 93727, USA",,36.7331239,-119.7274062,1,OK,93727
909,"1000 block of 16th Street, Northeast, Washington, District of Columbia","1000 16th St NE, Washington, DC 20002, USA",,38.9030297,-76.9825455,1,OK,20002
910,"7100 block of South Wabash, Chicago, Illinois","7100 S Wabash Ave, Chicago, IL 60619, USA",,41.7655188,-87.6232926,1,OK,60619
911,"Rutgers St, West Orange, New Jersey","Rutgers St, West Orange, NJ 07052, USA",,40.7821911,-74.2734599,1,OK,7052
912,"Johnson Avenue, Memphis, Tennessee","Johnson Ave, Memphis, TN 38112, USA",,35.1417718,-89.9593455,1,OK,38112
913,"225 Blackland Rd NW, Atlanta, Georgia","225 Blackland Rd NW, Atlanta, GA 30342, USA",,33.8598251,-84.3947552,1,OK,30342
914,"500 block of South Jackson Street, Kennett, Missouri","500 S Jackson St, Kennett, MO 63857, USA",,36.2328843,-90.0576818,1,OK,63857
915,"1700 E. 18th St., Kansas City, Missouri","1700 E 18th St, Kansas City, MO 64108, USA",,39.091355,-94.5619258,1,OK,64108
916,"Clayton Michaels Road, Topsham, Vermont","Clayton Mickels, Topsham, VT 05076, USA",,44.1278289,-72.2090594,1,OK,5076
917,"S Park Ave, Buffalo, New York","South Park Ave, Buffalo, NY, USA",,42.8602665,-78.8387042,1,OK,
918,"61st and Riverside Parkway, Tulsa, Oklahoma","Riverside Dr & E 61st St, Tulsa, OK 74105, USA",,36.0752423,-95.9828666,1,OK,74105
919,"Hurley Drive, Charleston (Cross Lanes), West Virginia","Hurley Dr, Cross Lanes, WV 25313, USA",,38.426905,-81.7720729,1,OK,25313
920,"400 block of Villa Dr, Ypsilanti, Michigan","400 Villa Dr, Ypsilanti, MI 48198, USA",,42.2582104,-83.6201866,1,OK,48198
921,"Belle Terrace and Nimrod Ct, Bakersfield, California","Nimrod Ct & Belle Ter, Bakersfield, CA 93309, USA",,35.3468581,-119.0540691,1,OK,93309
922,"Columbia Road and Holden Street, Boston, Massachusetts","Holden St & Columbia Rd, Boston, MA 02125, USA",,42.3186025,-71.0635695,1,OK,2125
923,"96 Maple St, Springfield, Massachusetts","96 Maple St, Springfield, MA 01105, USA",,42.1011602,-72.5814225,1,OK,1105
924,"500 block of Hoffman Ave, Trenton, New Jersey","500 Hoffman Ave, Trenton, NJ 08618, USA",,40.2374183,-74.7778597,1,OK,8618
925,"31 Greendale Ave, Lowell, Massachusetts","31 Greendale Ave, Lowell, MA 01851, USA",,42.6322168,-71.3165504,1,OK,1851
926,"514 Targee St, Staten Island, New York","514 Targee St, Staten Island, NY 10304, USA",,40.6145072,-74.0848915,1,OK,10304
927,"2400 West Huron Street , South Bend, Indiana","2400 W Huron St, South Bend, IN 46619, USA",,41.670228,-86.28383,1,OK,46619
928,"California and Idaho streets, Jackson, Mississippi","California, USA",,36.778261,-119.4179324,2,OK,
929,"200 block of South Orange Avenue, Newark, New Jersey","200 Orange Ave, Irvington, NJ 07111, USA",,40.732603,-74.228483,1,OK,7111
930,"14th and Arthur Avenue, Milwaukee, Wisconsin","W Arthur Ave, Milwaukee, WI, USA",,42.9993335,-87.9356311,1,OK,
931,"1400 block of Cherry Street, Toledo, Ohio","1400 Cherry St, Toledo, OH 43608, USA",,41.6629637,-83.5367101,1,OK,43608
932,"Pecan Drive, Kilmichael, Mississippi","Pecan Dr, Kilmichael, MS 39747, USA",,33.4355942,-89.5723262,1,OK,39747
933,"Baltimore Avenue and 17th Street, Ocean City, Maryland","17th St & Baltimore Ave, Ocean City, MD 21842, USA",,38.3467771,-75.0781228,1,OK,21842
934,"1908 Floyd Road, Columbus, Georgia","1908 Floyd Rd, Columbus, GA 31907, USA",,32.478691,-84.89788,1,OK,31907
935,"Park Avenue and Gregory Street, Bridgeport, Connecticut","Park Ave & Gregory St, Bridgeport, CT 06604, USA",,41.1674886,-73.1928834,1,OK,6604
936,"Newton Street, Jasper, Indiana","Newton St, Jasper, IN 47546, USA",,38.384545,-86.9313551,2,OK,47546
937,"6900 block of 56th Street North, Tampa, Florida","6900 N 56th St, Tampa, FL 33617, USA",,28.0107128,-82.3936247,1,OK,33617
938,"3200 block of Spaulding Ave, Baltimore, Maryland","3200 Spaulding Ave, Baltimore, MD 21215, USA",,39.3481552,-76.6751358,1,OK,21215
939,"100 block of Corporate Boulevard, Atlanta, Georgia","100 Corporate Blvd NE, Atlanta, GA 30329, USA",,33.8345798,-84.3342562,1,OK,30329
940,"500 block of J St., San Antonio, Texas","500 J St, San Antonio, TX 78220, USA",,29.4045123,-98.4408582,1,OK,78220
941,"71st Street and Carpenter Avenue , Chicago, Illinois","S Carpenter St & W 71st St, Chicago, IL 60621, USA",,41.7651025,-87.6504705,1,OK,60621
942,"234 Lenoxplace Cir, Raleigh, North Carolina","234 Lenoxplace Cir, Raleigh, NC 27603, USA",,35.7229291,-78.6594572,1,OK,27603
943,"Fairway Blvd. and East Broad Street, Columbus (Whitehall), Ohio","Fairway Blvd & E Broad St, Whitehall, OH 43213, USA",,39.9758224,-82.8771873,1,OK,43213
944,"100 block of North Penn, Bartlesville, Oklahoma","100 N Penn Ave, Bartlesville, OK 74003, USA",,36.7534528,-95.9906146,1,OK,74003
945,"Payne Street, Houma, Louisiana","Payne St, Houma, LA 70363, USA",,29.5894054,-90.6936405,1,OK,70363
946,"2900 block of Leta Court, Hampton, Virginia","2900 Leta Ct, Hampton, VA 23666, USA",,37.0337709,-76.4210789,1,OK,23666
947,"5600 block of N 34th, Phoenix, Arizona","5600 N 34th St, Phoenix, AZ 85018, USA",,33.5160749,-112.0084664,1,OK,85018
948,"3200 block of Fisher Rd, Hydesville, California","3200 Fisher Rd, Hydesville, CA 95547, USA",,40.5425983,-124.0745559,1,OK,95547
949,"100 Block of N Oak St, Lake Worth (Lantana), Florida","100 N Oak St, Lantana, FL 33462, USA",,26.5843663,-80.0509635,1,OK,33462
950,"First block of Hazel Avenue, Wilmington (Elsmere), Delaware","Hazel Ave, Delaware 19805, USA",,39.7386356,-75.6051622,1,OK,19805
951,"1200 block of Randolph Avenue, Greensboro, North Carolina","1200 Randolph Ave, Greensboro, NC 27406, USA",,36.056291,-79.785179,1,OK,27406
952,"25 Dale Street, Boston, Massachusetts","25 Dale St, Boston, MA 02131, USA",,42.2737048,-71.1271893,2,OK,2131
953,"Hillside Avenue and Parsons Boulevard, Queens, New York","Hillside Avenue & Parsons Blvd, Queens, NY 11432, USA",,40.7076688,-73.8027647,1,OK,11432
954,"1 Terminal Dr, Nashville, Tennessee","1 Terminal Dr, Nashville, TN 37214, USA",,36.1314892,-86.6692337,1,OK,37214
955,"Archwood Ave and Pearl Rd, Cleveland, Ohio","Archwood Ave & Pearl Rd, Cleveland, OH 44109, USA",,41.452695,-81.701486,1,OK,44109
956,"Northwest 27th Court, Lauderhill, Florida","NW 27th Ct, Lauderhill, FL 33313, USA",,26.1609712,-80.2290339,1,OK,33313
957,"2321 Garfield St, Clinton, Iowa","2321 Garfield St, Clinton, IA 52732, USA",,41.8715609,-90.1773567,1,OK,52732
958,"Cherry and Clarke avenue, Yakima, Washington","Yakima, WA 98901, USA",,46.6068025,-120.4903862,1,OK,98901
959,"Montelius Street, Klamath Falls, Oregon","Montelius St, Klamath Falls, OR 97601, USA",,42.2428025,-121.7964391,1,OK,97601
960,"2500 Upper Farm Rd, Norristown, Pennsylvania","2500 Upper Farm Rd, Norristown, PA 19403, USA",,40.1434134,-75.3499712,1,OK,19403
961,"2400 Anthuan Maybank Dr, Georgetown, South Carolina","2400 Anthuan Maybank Dr, Georgetown, SC 29440, USA",,33.3879037,-79.2991071,1,OK,29440
962,"5200 block of Douglas Avenue, Des Moines, Iowa","5200 Douglas Ave, Des Moines, IA 50310, USA",,41.6292117,-93.6903553,1,OK,50310
963,"Monroeville Road, South Harrison Township, New Jersey","Monroeville Rd, South Harrison Township, NJ, USA",,39.6983978,-75.264167,1,OK,
964,"1300 block of Seminary Ave, Oakland, California","1300 Seminary Ave, Oakland, CA 94621, USA",,37.764068,-122.2007504,1,OK,94621
965,"Majestic Meadow Drive, Charlotte, North Carolina","Majestic Meadow Dr, Charlotte, NC 28216, USA",,35.3003427,-80.9076788,1,OK,28216
966,"3000 block of South Komensky Avenue, Chicago, Illinois","3000 S Komensky Ave, Chicago, IL 60623, USA",,41.8387086,-87.7255933,1,OK,60623
967,"6707 Commonwealth Ave, Jacksonville, Florida","6707 Commonwealth Ave, Jacksonville, FL 32254, USA",,30.3362106,-81.7574663,1,OK,32254
968,"Ansel Road and Edmunds Avenue, Cleveland, Ohio","Ansel Rd & Edmunds Ave, Cleveland, OH 44106, USA",,41.511656,-81.619287,1,OK,44106
969,"5700 block of Natural Bridge Ave, Saint Louis, Missouri","5700 Natural Bridge Ave, St. Louis, MO 63120, USA",,38.6847846,-90.2694213,1,OK,63120
970,"2601 S SE Loop 323, Tyler, Texas","2601 S SE Loop 323, Tyler, TX 75701, USA",,32.3216944,-95.2669745,1,OK,75701
971,"1400 block of Riviera Drive, Mobile, Alabama","1400 E Riviera Dr, Mobile, AL 36605, USA",,30.6439448,-88.0983541,2,OK,36605
972,"5985 Mobile Highway, Pensacola, Florida","5985 Mobile Hwy, Pensacola, FL 32526, USA",,30.4602162,-87.301186,1,OK,32526
973,"1 Terminal Dr, Nashville, Tennessee","1 Terminal Dr, Nashville, TN 37214, USA",,36.1314892,-86.6692337,1,OK,37214
974,"16000 block of Rhyolite Circle, Reno, Nevada","16000 Rhyolite Cir, Reno, NV 89521, USA",,39.3877172,-119.7346184,1,OK,89521
975,"1500 block of 4th Street, Fort Wayne, Indiana","1500 W 4th St, Fort Wayne, IN 46808, USA",,41.0880109,-85.1608418,1,OK,46808
976,"CRANE ST AND MOFFAT ST, Detroit, Michigan","Crane St & Moffat Ave, Detroit, MI 48213, USA",,42.3815168,-83.0065681,1,OK,48213
977,"91 Neponset Ave, Boston, Massachusetts","91 Neponset Ave, Hyde Park, MA 02136, USA",,42.2468737,-71.1174874,2,OK,2136
978,"5100 E Linwood Blvd, Kansas City, Missouri","5100 Linwood Blvd, Kansas City, MO 64128, USA",,39.0697429,-94.5238915,1,OK,64128
979,"Brittain Street, Birmingham, Alabama","Brittain St, Birmingham, AL 35217, USA",,33.5716495,-86.7738721,1,OK,35217
980,"2500 block of Bromby Street, Henrico (county), Virginia","2500 Bromby St, Henrico, VA 23231, USA",,37.5226944,-77.3826191,1,OK,23231
981,"1420 Broadway, Fort Wayne, Indiana","1420 Broadway, Fort Wayne, IN 46802, USA",,41.0721902,-85.1485238,1,OK,46802
982,"5400 Operations Rd, Monroe, Louisiana","5400 Operations Rd, Monroe, LA 71203, USA",,32.5107574,-92.0434284,1,OK,71203
983,"500 block of Park Avenue, Goldsboro, North Carolina","500 Park Ave, Goldsboro, NC 27530, USA",,35.3863586,-77.9880907,1,OK,27530
984,"3700 block of Ivy Street, Sacramento, California","3700 Ivy St, Sacramento, CA 95838, USA",,38.634846,-121.427605,1,OK,95838
985,"1000 block of S. Center Avenue, Sioux Falls, South Dakota","1000 S Center Ave, Sioux Falls, SD 57105, USA",,43.5366746,-96.7287992,1,OK,57105
986,"46 Rexford St, Boston, Massachusetts","46 Rexford St, Mattapan, MA 02126, USA",,42.2698622,-71.095019,1,OK,2126
987,"New Hope Rd, Spiro, Oklahoma","New Hope Rd, Oklahoma 74959, USA",,35.2478953,-94.5792728,1,OK,74959
988,"600 block of North Cicero Avenue, Chicago, Illinois","600 N Cicero Ave, Chicago, IL 60644, USA",,41.8915,-87.7458989,1,OK,60644
989,"800 block of Calcutta Dr, Bakersfield, California","800 Calcutta Dr, Bakersfield, CA 93307, USA",,35.3140386,-119.010299,1,OK,93307
990,"28th Street and Bales Avenue, Kansas City, Missouri","E 28th St S & Bales Ave, Kansas City, MO 64128, USA",,39.0749556,-94.5422295,1,OK,64128
991,"Geneva Drive , Cabarrus County, North Carolina","Geneva Dr, 1, Harrisburg, NC 28025, USA",,35.2935873,-80.5965842,1,OK,28025
992,"3900 block of Guilford Avenue., Indianapolis, Indiana","3900 Guilford Ave, Indianapolis, IN 46205, USA",,39.826902,-86.1426693,1,OK,46205
993,"2500 block of E. 38th Street, Cleveland, Ohio","2500 E 38th St, Cleveland, OH 44115, USA",,41.4925669,-81.6602826,1,OK,44115
994,"324 W Linwood Ave, Turlock, California","324 W Linwood Ave, Turlock, CA 95380, USA",,37.477042,-120.852403,1,OK,95380
995,"8600 block of Thompson Avenue, Kansas City, Missouri","8600 Thompson Ave, Kansas City, MO 64125, USA",,39.1058104,-94.482008,1,OK,64125
996,"3000 block of Wood County Road, Wood County, Texas","Wood County, TX, USA",,32.8296216,-95.3520876,1,OK,
997,"W 13th St and Franklin St, Roanoke Rapids, North Carolina","W 13th St & Franklin St, Roanoke Rapids, NC 27870, USA",,36.453063,-77.6652359,1,OK,27870
998,"West 28th and Fair Park Blvd, Little Rock, Arkansas","Fair Park Blvd & W 28th St, Little Rock, AR 72204, USA",,34.7266245,-92.3351367,1,OK,72204
999,"East 103rd Street and Flora Avenue, Cincinnati, Ohio","E 103rd St & Flora Ave, Cleveland, OH 44108, USA",,41.5350555,-81.6172367,2,OK,44108
1000,"300 block of Holladay Street, Suffolk, Virginia","300 Holladay St, Suffolk, VA 23434, USA",,36.7317903,-76.576518,1,OK,23434
1001,"1800 block of Gregory Court, Springfield, Illinois","1800 Gregory Ct, Springfield, IL 62703, USA",,39.7826569,-89.6239117,1,OK,62703
1002,"17800 block of Olympia Rd, Cleveland, Ohio","17800 Olympia Rd, Cleveland, OH 44112, USA",,41.5552539,-81.5581912,1,OK,44112
1003,"AL 456, Pisgah, Alabama","Pisgah, AL 35765, USA",,34.6809168,-85.8477523,1,OK,35765
1004,"County Road 905, Brookland, Arkansas","County Rd 905, Arkansas, USA",,35.8502837,-90.597573,1,OK,
1005,"Northeast 160th Avenue and 8th Avenue, North Miami Beach, Florida","NE 160th St & NE 8th Ave, Golden Glades, FL 33162, USA",,25.922111,-80.1839492,1,OK,33162
1006,"Eden Avenue and Payne Avenue, San Jose, California","Eden Ave & Payne Ave, San Jose, CA 95117, USA",,37.3015537,-121.9544832,1,OK,95117
1007,"Chandler Blvd and McQueen Rd, Chandler, Arizona","Chandler Blvd & McQueen Rd, Chandler, AZ 85225, USA",,33.306162,-111.8241075,2,OK,85225
1008,"16550 Telegraph Road, Detroit, Michigan","16550 Telegraph Rd, Detroit, MI 48219, USA",,42.4103699,-83.2763766,1,OK,48219
1009,"3000 block of West Fulton Street, Chicago, Illinois","3000 W Fulton St, Chicago, IL 60612, USA",,41.886815,-87.701533,1,OK,60612
1010,"North Main Street, Solon, Maine","N Main St, Solon, ME 04979, USA",,44.9644703,-69.8624765,1,OK,4979
1011,"1 World Way, Los Angeles, California","1 World Way, Los Angeles, CA 90045, USA",,33.9446777,-118.3981917,1,OK,90045
1012,"7100 Pharoah Dr., Corpus Christi, Texas","7100 Pharaoh Dr, Corpus Christi, TX 78412, USA",,27.702706,-97.3379404,1,OK,78412
1013,"Maple Ln, Center City, Minnesota","Maple Ln, Amador Township, MN 55012, USA",,45.4897946,-92.7832339,1,OK,55012
1014,"1700 block of Monte Diablo Ave, San Mateo, California","1700 Monte Diablo Ave, San Mateo, CA 94401, USA",,37.5799598,-122.3146232,1,OK,94401
1015,"1100 block of South Francisco, Chicago, Illinois","1100 S Francisco Ave, Chicago, IL 60612, USA",,41.868169,-87.698723,1,OK,60612
1016,"500 block of Amethyst Street, Cape Girardeau, Missouri","500 Amethyst St, Cape Girardeau, MO 63701, USA",,37.3166918,-89.522501,1,OK,63701
1017,"3300 block of Laurel Fort Meade Road, Laurel, Maryland","3300 Laurel Fort Meade Rd, Laurel, MD 20724, USA",,39.0948993,-76.7803016,1,OK,20724
1018,"Bridge St and Roanoke Ave, Roanoke, Virginia","Roanoke Ave SW & Bridge St SW, Roanoke, VA 24015, USA",,37.272014,-79.981197,1,OK,24015
1019,"E 34th St and Forest Manor Ave, Indianapolis, Indiana","Forest Manor Ave & E 34th St, Indianapolis, IN 46218, USA",,39.8182181,-86.097903,1,OK,46218
1020,"N Old World Third Street and W Wells Street, Milwaukee, Wisconsin","N Old World 3rd St & W Wells St, Milwaukee, WI 53203, USA",,43.0401622,-87.9144917,1,OK,53203
1021,"1000 block of S. 27th Street, Mount Vernon, Washington","1000 S 27th St, Mt Vernon, WA 98274, USA",,48.4154568,-122.3052866,1,OK,98274
1022,"6600 block of The Parkway, Alexandria, Virginia","6600 The Parkway, Alexandria, VA 22310, USA",,38.7751422,-77.0998153,1,OK,22310
1023,"4271 Sidco Drive, Nashville, Tennessee","4271 Sidco Dr, Nashville, TN 37204, USA",,36.0861384,-86.7624212,1,OK,37204
1024,"East 13th Street and Madison Avenue, Covington, Kentucky","Madison Ave & E 13th St, Covington, KY 41011, USA",,39.0764939,-84.5083027,1,OK,41011
1025,"7700 block of 46th Avenue South, Seattle, Washington","7700 46th Ave S, Seattle, WA 98118, USA",,47.533379,-122.2753166,1,OK,98118
1026,"Hall St and Riverview Dr, Saint Louis, Missouri","Riverview Dr & Hall St, St. Louis, MO 63147, USA",,38.7278941,-90.2227089,1,OK,63147
1027,"6800 Old Middleburg Road, Jacksonville, Florida","6800 Old Middleburg Rd S, Jacksonville, FL 32222, USA",,30.2251356,-81.8087513,1,OK,32222
1028,"Oro Dam Boulevard, Oroville, California","Oro Dam Blvd E, Oroville, CA, USA",,39.5151165,-121.5378214,1,OK,
1029,"Dunning Ln, Cambridge, Ohio","Dunning Ln, Cambridge Township, OH 43725, USA",,40.0160759,-81.5572231,1,OK,43725
1030,"47th Ave and Bethany Home Rd, Glendale, Arizona","W Bethany Home Rd & N 47th Ave, Glendale, AZ 85301, USA",,33.5239406,-112.1600644,1,OK,85301
1031,"2000 block of Cypress Acres Drive, New Orleans, Louisiana","2000 Cypress Acres Dr, New Orleans, LA 70114, USA",,29.9338726,-90.0217421,1,OK,70114
1032,"Storyteller Ln, Saint Helena Island, South Carolina","Storyteller Rd, South Carolina 29920, USA",,32.3591515,-80.6141789,1,OK,29920
1033,"4900 Royal Creek Road, Oklahoma City, Oklahoma","4900 Royal Creek Rd, Oklahoma City, OK 73135, USA",,35.4159491,-97.417825,1,OK,73135
1034,"8300 block of North Heatherwilde Boulevard, Pflugerville, Texas","N Heatherwilde Blvd, Pflugerville, TX 78660, USA",,30.4698282,-97.624049,1,OK,78660
1035,"2500 block of Jamie Ln, Lincoln, Nebraska","2500 Jamie Ln, Lincoln, NE 68512, USA",,40.7296647,-96.6848639,1,OK,68512
1036,"67243 Chris Kennedy Road, Pearl River, Louisiana","67243 Chris Kennedy Rd, Pearl River, LA 70452, USA",,30.405401,-89.7853593,1,OK,70452
1037,"7200 block of Chamberlayne Avenue, Richmond, Virginia","7200 Chamberlayne Ave, Richmond, VA 23227, USA",,37.6024879,-77.4504384,1,OK,23227
1038,"East 140th Street and Glendale Avenue, Cleveland, Ohio","Glendale Ave & E 140th St, Cleveland, OH 44128, USA",,41.452975,-81.584604,1,OK,44128
1039,"20 Bank Place, Utica, New York","20 Bank Pl, Utica, NY 13501, USA",,43.099687,-75.2328799,1,OK,13501
1040,"10500 block of Graffian Street, Oakland, California","10500 Graffian St, Oakland, CA 94603, USA",,37.7382443,-122.1688275,1,OK,94603
1041,"Maple St, Holyoke, Massachusetts","Maple St, Holyoke, MA 01040, USA",,42.2035793,-72.612263,1,OK,1040
1042,"Wheeler Ave and Caroline St, Houston, Texas","Caroline St & Wheeler Ave, Houston, TX 77004, USA",,29.7325442,-95.3803639,1,OK,77004
1043,"1800 block of 10th Street NW, Washington, District of Columbia","1800 10th St NW, Washington, DC 20001, USA",,38.9142605,-77.026198,1,OK,20001
1044,"200 block of Bane Street SW, Warren, Ohio","200 Bane St SW, Warren, OH 44485, USA",,41.2174918,-80.8171845,1,OK,44485
1045,"1100 block of W N Ave, Baltimore, Maryland","1100 W North Ave, Baltimore, MD 21217, USA",,39.3105778,-76.6362623,1,OK,21217
1046,"80 block of Reed Lane, Rochester, Indiana","80 Reed Ln, Rochester, IN 46975, USA",,41.0922053,-86.2436678,1,OK,46975
1047,"1500 block of E Louisiana Ave, Dallas, Texas","1500 E Louisiana Ave, Dallas, TX 75203, USA",,32.723489,-96.802686,1,OK,75203
1048,"1200 block of N Euclid Ave, Saint Louis, Missouri","1200 N Euclid Ave, St. Louis, MO 63113, USA",,38.657513,-90.25905,1,OK,63113
1049,"N 13th St and Cass Ave, Saint Louis, Missouri","N 13th St & Cass Ave, St. Louis, MO 63106, USA",,38.6411458,-90.1940927,1,OK,63106
1050,"20th Street West and West Avenue K, Lancaster, California","20th St W & W Ave K, Lancaster, CA 93534, USA",,34.6750675,-118.1656342,1,OK,93534
1051,"600 block of W Capitol Ave, Springfield, Illinois","600 W Capitol Ave, Springfield, IL 62704, USA",,39.7985249,-89.6613847,1,OK,62704
1052,"2400 block of Barrow Street, Tuskegee, Alabama","2400 Barrow St, Tuskegee, AL 36088, USA",,32.4088475,-85.7148268,1,OK,36088
1053,"100 block of Martin Luther King Jr. Blvd, Mount Holly, New Jersey","Mt Holly, NJ, USA",,39.9931438,-74.7879393,1,OK,
1054,"Interstate 40 and 2nd Street, Albuquerque, New Mexico","10330 Hotel Ave NE, Albuquerque, NM 87123, USA",,35.0854455,-106.5306875,1,OK,87123
1055,"Algonquin Road and Dempster Street, Mount Prospect, Illinois","IL-62 & Dempster St, Arlington Heights, IL 60056, USA",,42.0368201,-87.9636769,1,OK,60056
1056,"CR 219, Delta, Alabama","Delta, AL 36258, USA",,33.4401108,-85.690515,1,OK,36258
1057,"3111 Grand Ave, Parsons, Kansas","3111 Grand Ave, Parsons, KS 67357, USA",,37.3368431,-95.2840156,1,OK,67357
1058,"N Cypress Ave and W Madison St, Broken Arrow, Oklahoma","N Cypress Ave & W Madison St, Broken Arrow, OK 74012, USA",,36.0630177,-95.84603,1,OK,74012
1059,"1054 E 57th Pl, Tulsa, Oklahoma","1054 E 57th Pl, Tulsa, OK 74105, USA",,36.079298,-95.978038,1,OK,74105
1060,"7200 block of Willow Spring Cir N, Boynton Beach, Florida","7200 Willow Spring Cir N, Boynton Beach, FL 33436, USA",,26.5679685,-80.1091242,1,OK,33436
1061,"500 block of Tuolumne St, Vallejo, California","500 Tuolumne St, Vallejo, CA 94590, USA",,38.1041203,-122.2379357,1,OK,94590
1062,"3300 block of Glenhaven Shores Drive, North Charleston, South Carolina","3300 Glenhaven Shores Dr, North Charleston, SC 29420, USA",,32.9332104,-80.0726949,1,OK,29420
1063,"8500 block of East Andrew Johnson Highway, Greeneville, Tennessee","8500 E Andrew Johnson Hwy, Chuckey, TN 37641, USA",,36.2232446,-82.6982233,1,OK,37641
1064,"1500 block of N 20th St, Grand Junction, Colorado","1500 N 20th St, Grand Junction, CO 81501, USA",,39.0809973,-108.5418907,1,OK,81501
1065,"S Grand Blvd and Gravois Ave, Saint Louis, Missouri","S Grand Blvd & Gravois Ave, St. Louis, MO 63118, USA",,38.5924732,-90.2438353,1,OK,63118
1066,"30 Chandler St, Worcester, Massachusetts","30 Chandler St, Worcester, MA 01609, USA",,42.2598992,-71.8066462,1,OK,1609
1067,"3520 Maitland Dr, Raleigh, North Carolina","3520 Maitland Dr, Raleigh, NC 27610, USA",,35.7964912,-78.5835173,1,OK,27610
1068,"2215 North First St, Jacksonville, Arkansas","2215 N 1st St, Jacksonville, AR 72076, USA",,34.8858467,-92.1070774,1,OK,72076
1069,"Northgate Housing Complex, Collinsville, Illinois","2 Eastport Plaza Dr, Collinsville, IL 62234, USA",,38.6835743,-90.0115493,1,OK,62234
1070,"2415 E Geer St, Durham, North Carolina","2415 E Geer St, Durham, NC 27704, USA",,36.029499,-78.837487,1,OK,27704
